WP, 26, 2018090700, 01, CARQ,   0, 123N, 1680E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  135,  35,   0,   0,   W,   0,   X, 275,  13,  TWENTY-SI, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091006, 01, CARQ,   0, 143N, 1457E,  90,  950, XX,  50, NEQ,    0,    0,    0,    0, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091006, 01, CARQ,   0, 143N, 1457E,  90,  950, XX,  64, NEQ,    0,    0,    0,    0, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ, -24, 151N, 1509E,  75,  967, XX,  34, NEQ,  120,   65,   65,  110, 1009,  185,  30,   0,   0,   W,   0,   X, 275,  20,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ, -18, 147N, 1491E,  80,  980, XX,  34, NEQ,  120,   85,   85,  120, 1009,  185,  20,   0,   0,   W,   0,   X, 265,  19,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ, -12, 145N, 1474E,  80,  980, XX,  34, NEQ,  125,   85,   85,  125, 1009,  185,  20,   0,   0,   W,   0,   X, 260,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ,  -6, 143N, 1457E,  90,  950, XX,  34, NEQ,  155,   90,  105,  140, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ,   0, 141N, 1442E, 100,  948, XX,  34, NEQ,  155,  100,  110,  155, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ,   0, 141N, 1442E, 100,  948, XX,  50, NEQ,    0,    0,    0,    0, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091012, 01, CARQ,   0, 141N, 1442E, 100,  948, XX,  64, NEQ,    0,    0,    0,    0, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ, -24, 147N, 1491E,  80,  980, XX,  34, NEQ,  120,   85,   85,  120, 1009,  185,  20,   0,   0,   W,   0,   X, 265,  19,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ, -18, 145N, 1474E,  80,  980, XX,  34, NEQ,  125,   85,   85,  125, 1009,  185,  20,   0,   0,   W,   0,   X, 260,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ, -12, 143N, 1457E,  90,  950, XX,  34, NEQ,  155,   90,  105,  140, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ,  -6, 141N, 1442E, 100,  948, XX,  34, NEQ,  155,  100,  110,  155, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ,   0, 140N, 1426E, 110,  950, XX,  34, NEQ,  190,  130,  140,  190, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ,   0, 140N, 1426E, 110,  950, XX,  50, NEQ,    0,    0,    0,    0, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091018, 01, CARQ,   0, 140N, 1426E, 110,  950, XX,  64, NEQ,    0,    0,    0,    0, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ, -24, 145N, 1474E,  80,  980, XX,  34, NEQ,  125,   85,   85,  125, 1009,  185,  20,   0,   0,   W,   0,   X, 260,  18,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ, -18, 143N, 1457E,  90,  950, XX,  34, NEQ,  155,   90,  105,  140, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ, -12, 141N, 1442E, 100,  948, XX,  34, NEQ,  155,  100,  110,  155, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ,  -6, 140N, 1426E, 110,  950, XX,  34, NEQ,  190,  130,  140,  190, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ,   0, 140N, 1412E, 120,  941, XX,  34, NEQ,  180,  120,  125,  170, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ,   0, 140N, 1412E, 120,  941, XX,  50, NEQ,    0,    0,    0,    0, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091100, 01, CARQ,   0, 140N, 1412E, 120,  941, XX,  64, NEQ,    0,    0,    0,    0, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ, -24, 143N, 1457E,  90,  950, XX,  34, NEQ,  155,   90,  105,  140, 1008,  195,  20,   0,   0,   W,   0,   X, 260,  17,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ, -18, 141N, 1442E, 100,  948, XX,  34, NEQ,  155,  100,  110,  155, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ, -12, 140N, 1426E, 110,  950, XX,  34, NEQ,  190,  130,  140,  190, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ,  -6, 140N, 1412E, 120,  941, XX,  34, NEQ,  180,  120,  125,  170, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ,   0, 140N, 1397E, 135,  920, XX,  34, NEQ,  180,  140,  130,  165, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ,   0, 140N, 1397E, 135,  920, XX,  50, NEQ,    0,    0,    0,    0, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091106, 01, CARQ,   0, 140N, 1397E, 135,  920, XX,  64, NEQ,    0,    0,    0,    0, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ, -24, 141N, 1442E, 100,  948, XX,  34, NEQ,  155,  100,  110,  155, 1006,  210,   5,   0,   0,   W,   0,   X, 260,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ, -18, 140N, 1426E, 110,  950, XX,  34, NEQ,  190,  130,  140,  190, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ, -12, 140N, 1412E, 120,  941, XX,  34, NEQ,  180,  120,  125,  170, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ,  -6, 140N, 1397E, 135,  920, XX,  34, NEQ,  180,  140,  130,  165, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ,   0, 137N, 1386E, 140,  917, XX,  34, NEQ,  175,  125,  135,  180, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ,   0, 137N, 1386E, 140,  917, XX,  50, NEQ,    0,    0,    0,    0, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091112, 01, CARQ,   0, 137N, 1386E, 140,  917, XX,  64, NEQ,    0,    0,    0,    0, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ, -24, 140N, 1426E, 110,  950, XX,  34, NEQ,  190,  130,  140,  190, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  16,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ, -18, 140N, 1412E, 120,  941, XX,  34, NEQ,  180,  120,  125,  170, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ, -12, 140N, 1397E, 135,  920, XX,  34, NEQ,  180,  140,  130,  165, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ,  -6, 137N, 1386E, 140,  917, XX,  34, NEQ,  175,  125,  135,  180, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ,   0, 139N, 1373E, 140,  917, XX,  34, NEQ,  190,  140,  140,  180, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ,   0, 139N, 1373E, 140,  917, XX,  50, NEQ,    0,    0,    0,    0, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091118, 01, CARQ,   0, 139N, 1373E, 140,  917, XX,  64, NEQ,    0,    0,    0,    0, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ, -24, 140N, 1412E, 120,  941, XX,  34, NEQ,  180,  120,  125,  170, 1006,  200,   5,   0,   0,   W,   0,   X, 265,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ, -18, 140N, 1397E, 135,  920, XX,  34, NEQ,  180,  140,  130,  165, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ, -12, 137N, 1386E, 140,  917, XX,  34, NEQ,  175,  125,  135,  180, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ,  -6, 139N, 1373E, 140,  917, XX,  34, NEQ,  190,  140,  140,  180, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ,   0, 139N, 1362E, 140,  916, XX,  34, NEQ,  200,  155,  135,  185, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ,   0, 139N, 1362E, 140,  916, XX,  50, NEQ,    0,    0,    0,    0, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091200, 01, CARQ,   0, 139N, 1362E, 140,  916, XX,  64, NEQ,    0,    0,    0,    0, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ, -24, 140N, 1397E, 135,  920, XX,  34, NEQ,  180,  140,  130,  165, 1006,  190,  15,   0,   0,   W,   0,   X, 270,  15,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ, -18, 137N, 1386E, 140,  917, XX,  34, NEQ,  175,  125,  135,  180, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ, -12, 139N, 1373E, 140,  917, XX,  34, NEQ,  190,  140,  140,  180, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ,  -6, 139N, 1362E, 140,  916, XX,  34, NEQ,  200,  155,  135,  185, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ,   0, 140N, 1352E, 150,  911, XX,  34, NEQ,  240,  165,  160,  230, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ,   0, 140N, 1352E, 150,  911, XX,  50, NEQ,    0,    0,    0,    0, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091206, 01, CARQ,   0, 140N, 1352E, 150,  911, XX,  64, NEQ,    0,    0,    0,    0, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ, -24, 137N, 1386E, 140,  917, XX,  34, NEQ,  175,  125,  135,  180, 1004,  190,  17,   0,   0,   W,   0,   X, 265,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ, -18, 139N, 1373E, 140,  917, XX,  34, NEQ,  190,  140,  140,  180, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ, -12, 139N, 1362E, 140,  916, XX,  34, NEQ,  200,  155,  135,  185, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ,  -6, 140N, 1352E, 150,  911, XX,  34, NEQ,  240,  165,  160,  230, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ,   0, 142N, 1340E, 150,  911, XX,  34, NEQ,  225,  190,  165,  210, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ,   0, 142N, 1340E, 150,  911, XX,  50, NEQ,    0,    0,    0,    0, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091212, 01, CARQ,   0, 142N, 1340E, 150,  911, XX,  64, NEQ,    0,    0,    0,    0, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ, -24, 139N, 1373E, 140,  917, XX,  34, NEQ,  190,  140,  140,  180, 1004,  215,  17,   0,   0,   W,   0,   X, 270,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ, -18, 139N, 1362E, 140,  916, XX,  34, NEQ,  200,  155,  135,  185, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ, -12, 140N, 1352E, 150,  911, XX,  34, NEQ,  240,  165,  160,  230, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ,  -6, 142N, 1340E, 150,  911, XX,  34, NEQ,  225,  190,  165,  210, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ,   0, 143N, 1325E, 155,  898, XX,  34, NEQ,  195,  120,  125,  135, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ,   0, 143N, 1325E, 155,  898, XX,  50, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091218, 01, CARQ,   0, 143N, 1325E, 155,  898, XX,  64, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ, -24, 139N, 1362E, 140,  916, XX,  34, NEQ,  200,  155,  135,  185, 1004,  205,  17,   0,   0,   W,   0,   X, 270,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ, -18, 140N, 1352E, 150,  911, XX,  34, NEQ,  240,  165,  160,  230, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ, -12, 142N, 1340E, 150,  911, XX,  34, NEQ,  225,  190,  165,  210, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ,  -6, 143N, 1325E, 155,  898, XX,  34, NEQ,  195,  120,  125,  135, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ,   0, 145N, 1312E, 145,  908, XX,  34, NEQ,  200,  165,  160,  190, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ,   0, 145N, 1312E, 145,  908, XX,  50, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091300, 01, CARQ,   0, 145N, 1312E, 145,  908, XX,  64, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ, -24, 140N, 1352E, 150,  911, XX,  34, NEQ,  240,  165,  160,  230, 1004,  190,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ, -18, 142N, 1340E, 150,  911, XX,  34, NEQ,  225,  190,  165,  210, 1004,  200,  20,   0,   0,   W,   0,   X, 275,  11,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ, -12, 143N, 1325E, 155,  898, XX,  34, NEQ,  195,  120,  125,  135, 1002,  220,  17,   0,   0,   W,   0,   X, 275,  12,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ,  -6, 145N, 1312E, 145,  908, XX,  34, NEQ,  200,  165,  160,  190, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ,   0, 147N, 1301E, 145,  906, XX,  34, NEQ,  240,  225,  190,  220, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ,   0, 147N, 1301E, 145,  906, XX,  50, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
WP, 26, 2018091306, 01, CARQ,   0, 147N, 1301E, 145,  906, XX,  64, NEQ,    0,    0,    0,    0, 1002,  220,  17,   0,   0,   W,   0,   X, 280,  13,   MANGKHUT, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP262018, JTWC, NCEP_TCVITALS, 
